name,naics_code,naics_label
Inkswell,323,
Isocape,624,
Dietrich,531,
Vee Ess Sales Private, 332,
Memory Bound,453,
Feed Smart,112,
Metal Detectors,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Midas FMS,532,
Wine Online,312,
Nactis,311,
Henry Monster Designs, 711310,
Medilec,339,Miscellaneous Manufacturing
QUALITY PVC PIPES,423,
UNIFI Commerce,541,
Christie Institute for Public Policy,813,
Building Hope Today,813,
Regional Engineering,541330,
SF ELD,484,Truck Transportation
Winnipeg Construction,238,
J and S Inspection,541350,
Unicist Business Strategy,541,
Monte Carlo,448,Clothing and Clothing Accessories Stores
Stone Custom Drum, 339,
The Garage on King,722,
SMV,621,
Sample Bottles, 442,
Noodles,722,
Marrison Agriculture,111,
Burgess,236,
Omega Yacht Paint,336,
Marcline Transportation,485,
METROJET AIRWAYS TRAINING PRIVATE,611,Educational Services
ABZ Transport,484,
Keelson,524,
Vinod Industrial,423,
CAWSE Foundation,624,
Inter FENCE & DECK,238,
Old Coat,451,
Cardillo,316,
Coffee & Tea Supply,413,
Accurate Well,213,
Desert Phoenix,453,
SHOWA GLOVES,339,
Pure Mayhem,443,
Dead Eye Coffee Bar,722,
TEFLA Group,236,
Yingfengyuan,325,
VILLA BIANCA,721,
HOSPICE AGENCY OF NJ,621,
Manchester Windows,442,Furniture and Home Furnishings Stores
CCG Leadership,611,Educational Services
Cinemation Design,512,
BECON ENGINEERING,333,
GD Tech Solutions,811,
Special Events Hawaii,711,
United Canine Assoc.,813,
JLE-Solutions,561,
CBNS,541710,
EquiEnergy Youth,813,
Parivar Seva,621,
SIBGA,611,
Acute Concept,111,
WSTA,813,
Esh Nail Spa & Lashes,812,
KlikLocal,485,
Taumobility,541,
Low Construction,236,
Midwest Custom Mfg,333,
Electronic Stringing Machine,333,
Nutrition Warehouse,446,
Aowei refrigeration,333,
Pod Ostrog,721,
BHV Sheet Metal,332,
All The Wild Roses,448,Clothing and Clothing Accessories Stores
CH Marine Consultancy,541330,
GO Containers,332,
Western Medical Contracting,236,
Cherating Laundry,812,
Isle Veterinary Group,541930,
Ruff Riders Pet Transport,484,
Limit Scooter,451,
Trade Fire Suppression,238,
Wellshine Wellson,311,
Trailhead Christian,621,
YMF Pins,339991,
Burns Motor Engineering,811,
Novoprotein,325,
BzyPeach,453,
Vinyl Design,326,
Maxine,  453,
Hipex Industrial,325,
The Sanctum,721,Accommodation
Norwood Medical,6219,
Brenton Asia,316,
Prestige Precision Tools,333,
Ma'am Shoes,448,
Hope,621,
Noon Sharpening,811,
AirBoss,326,
Enaciti,238,
Monogram This and More,323,Printing and Related Support Activities
Wireless Network,517,
Fold Housing,623,
FENGHENG TRADING,315,
JBC Roofing,238,
Eurospan Structures,332,
Canaan Group Home,623,
MANTS Trade Show,813,
Gamma IT,517,
Aissa Sweets,311,
Entexion,518,
Shree Sadaguru Surgical Company,339,
Grindstone Blends,311,
Sun Lite Consultancy,238,
Miracle Detailing,811898,
Luvium,611,
Heroic Staffing,561,
MCB Masonry & Contracting Inc.,238,
Gem Drill,237,
Sid Chavers,336,Transportation Equipment Manufacturing
AKO Group,722,
Woneel,316,
Pacific Learning Academy,611,
Al Porter,238,
PestokilPh,561,
Appliance Repair Press,811,
Innocens,541611,
Amray,339,
HERMEQ,332,
On the grind coffee,311,
Woodwise,337,Furniture and Related Product Manufacturing
Medallus Medical,621,
Locker Wright,333,
Pentalift,333,
VASTPCB,334,Computer and Electronic Product Manufacturing
Shoutian Sports,339,
Conley Steel,332,
Veraki, 611310,
Music in Film,711,
Princetonmahistory,712,
Air Sea Express, 488,
DANCE CONNECTIONS,611610,
Brands In Motion,541850,
Sea Fresh USA,445,
AGCT,541,
SIC Lighters,453,
Mpay Technologies,522,Credit Intermediation and Related Activities
SalonDrive,541613,
Meadowbrook Memory Gardens,812992,
VHS Plant Hire,532,
Kendal Almshouse Charity,531,
Capital Market Solutions,523,
Stuart Art Supply,611,
Zach's Spice,311,
VIZIPHAR Biosciences,325,
Public Safety Concepts, 541990,
Monsta Bins,562,
GROOMS EQUIPMENT,561930,
LED Overstock,335,
NORDNEX,541613,
SFG Technologies,111,Crop Production
RYK PHOTO,541921,
Ceramo,444,
Revterra,221,
Oxygen Strategic Partners,541,
Holistic Energy,238,
Chengdu HTLL,334,Computer and Electronic Product Manufacturing
Phoenix Bathrooms,337,
Article 1 Private Limited, 813,
Paleo Ridge,325,
Abzafa,517,
Joy Crown,339,Miscellaneous Manufacturing
The Stamm Agency,524,
Riding The Waves,487,
CLI EXPRESS,484,
SBS LIGHTING,423,
Freeranger Canoe,441,
Adding Green,327,
Icon Tire,441,
Doshi Motors,441,
Custom MFG,326,
Bhumi Corporation, 423,
IQ Elevators,333,
ASR Truck and Trailer Repair,811,Repair and Maintenance
SHINHO,335,
Soleimani Fisheries,112,
Shanrock Partners,561,
Advanced Chiropractic Studio,621310,
Found Moola,624,
Kascade Events,532,
Weldit NFS,326,
Washington Express Visas,561492,
JD's Vegan,311,
Medisept,812,
ZEISS,333,
Bilken Holdings,562,
UTG TAIWAN,332,
Noble Solar Energy,221,
Vishwanath Wines,445,
Kasa,721,
Parkzip,236,
Starscryptosector,523,
Crown Certificate,339,
Hancock Family Farm,111,
Bitwise-org,541,"Professional, Scientific, and Technical Services"
COME AND TASTE IT,311,
Nama,722,
Glass Repair Service,811310,
Fay Ball,451,
Medical Access USA,621,Ambulatory Health Care Services
Mittal Diagnostic,621511,
INDIGO AUTOMATION,443,
Hydro Clean,561,
Car Tech,336,
Riverside Auto,811,
Green Solutions Industries,562,
GFMI,611,Educational Services
AcceliCapital,523,
Griddle Ice,311,
Amari,332,
Yellowstone Lumber,444,Building Material and Supplies Dealers
Global Processing Systems,522,
Kapil Packaging,326,
Transfin Limited,326,Plastics Product Manufacturing
Legacy Stories,511,
Elite Research Solutions,541,
Tri-State Metal Roofing,332,
NATIONAL AUTO PARTNERS,522,
Sail Newport,713,
Mililani Care Home,623,
EmergingEd,611,
Equipment Rental Agency,811,
Cancer Help Desk,621,
YGCG Global,522,
Compass Visual Security,561621,
Outdoor Escapes Co.,339,
Smart Armor,444,
Xcell Group,213,
Rising Sun Dance & Theater,711,
Turkey Creek Ranch,721310,
LAYMAN FARMS,111,
Economy of Brighton,453,
Jotirang Music,611,
Majo Plastics,326,
ProLife CBD,325,
senyin Gift,326,
Molnark Global Group,621,
Connecticut Plaster Restoration,238,
COMPLETE NAILS,812113,
West Siphonics,238,
Utility Hub,221,
Cal Flame,337,
Milestones Learning,624,
RUN AT IT SHOUTING,512,
Port Townsend Rigging,811990,
CEC YUH BAW,336,
Xilix,611,
Peters Architecture,541310,
Wells Custom Framers,238,
SG Alternatives,327,
Mr Pastry,311,
Canopy Tree and Land,561,
Surface Vision,327,
Rabbit in Headlights,711,
Runway Unlimited,812,
Kolob Defense,611,
Adinath Corportaion,311,
Providence Pipe Supply,423,
Rhine Elevators,333,
Auto Glass Shop,811,
Hershberger Tiling, 115,
Allen Notarial,541199,
Build Right Nova Scotia,236,
Wood Ranch BBQ,722,
REGAL SWEET INSPIRATIONS,451,
Bradshaw Mountain Environmental,541990,
Hydraulic Industrial Services,333,
Araromi Baptist Church Mushin,813,
Berkshire Glazing, 326,
Swim England Norfolk,713,
Winged Canvas,611,
Mapever,541,"Professional, Scientific, and Technical Services"
Nildhara,326,Plastics Product Manufacturing
Painless Pregnancy,621610,
MAINETTI,322,
69 Cedar Centre,813,
Ahmya Collective,  339995,
Display Craft,337,
Pediatrics 21,621,
Mason Advisory,541,"Professional, Scientific, and Technical Services"
CS Design & Drafting Inc.,541330,
Corey's Carpet Cleaning,561,
Resin direct,326,
Foresight Technologies,333,
Kosciusko Economic Development Corporation,928,
Holyi Global Limited,325,
Right Angle Business,541,
Canvasback,314,
Reade Electric,238,
De Pack,322,Paper Manufacturing
Duke's Mobile Home Services,531,
Sky Trade Plus,523,
AK Design Group,541410,
Upright Theatre,711,
Vetiver mind,621,
J & M Mental Health,621,
The Park at Chesterfield,531,
Interior Inspirations,337,
BTJ ENTERPRISES,492,
MODERN HELLO,531,
Mother and Child Health,813,
HKGMR,541,"Professional, Scientific, and Technical Services"
Baker Mason Contractor,238,
Haloong,333,Machinery Manufacturing
Mouser Pet Supplies,453,
Fast Casual Concepts,722,
Commercial Business Interiors,337,Furniture and Related Product Manufacturing
MidCity Utilities,221,Utilities
CDO Impex,423,
Church Lane Creative, 541430,
OneCell,621,
Eltac,334,
Folke,812,
Marteye,112,Support Activities for Crop Production
Road Trans Logistics,492,Couriers and Messengers
PSK Valves,332,
Iva Healthcare,325,
AmenityBox, 322,
L & L Model Train,811,
DRS Engineering,335,
Lowe Cattle,112,
SPKM,335,
DGR Training,611,
Jessica's Tileworks,327,
Campervan Factory,441,Motor Vehicle and Parts Dealers
MDCC,325,
MD Steel,332,
SHAPLEI,451,
Simplified Cleaner,812,
GMSR,621,
Spectrum Process Equipment,333,
Bridge Garage,811,
Great Lakes Reboot,811,Repair and Maintenance
Go grooming gallery,812,
Advanced Gauging,334,
Balaji Sales Corporation, 423,
Earth Momma Wellness,621999,
V3 Events,561302,
Magnolia Sign,339,
Material Witness,541910,
Mainland Aggregates,212,
Signature Home Solutions,561,
Vida By Rita,453,
Medical Transportation Service,485,
Green Buddha Hemp,111,
Houston Limo Rides,485,Transit and Ground Passenger Transportation
DENTALINK,339,
Band Barracks,711,
Vegetarian Shoes,448,
Bristol Glass Processing, 327,
Eliyahu Yona Diamonds,448,
YMC TAX & ACCOUNTING CORP,541213,
Karpaga Vinayagar,325,
Esiks,333,
Healthcare Communications,541公司,
Men's Clothing,448,
Executive Services,541,
Wipers Direct,336,
Bremerton Sportsmen's Club, 713,
Lite Delight,423,
OrCal Rubber,326,
Yamazen,333,
HiRôAD,336,
Kotam Enterprises,333,
Samland Institute of Allied Health And Technology,611410,
3H Learning,611,
MD Coaches,485,
Best Materials,423,
SELOWO,339,
Bellatrix,611,
Betty Lou's Flowers,453,
Mobile Changing Systems,333,
Silver Wave Tours,561,
Sustainable Properties,236,
Tomris International,423,
Style Uniform, 315,
The Driving School South West, 611,
Champions Kickboxing,611,
Moodus BBQ,722,
Critter Guard,335,
Quali-Kleen,333,
Trusted Movers,484,
Springfield Rentals,532148,
Advanced Radon,541620,
BCM Construction,238,
The Drainage Department,238,
Victorian Institute of Forensic Medicine - VIFM,621,
Kennedy Machinery Sales,423,
Envision Auto,441,Motor Vehicle and Parts Dealers
Yonker Russell,238,
Zerowaste Products,322,
SRG,325,
Kalamazoo Flower Group,424,
Shintai Ryu,611699,
Right Way Transport,484,
York Survey,423610,
The Freshmart,445,
Kingswood Specialist Glazing,238,
DriveTahcar,484,
Wilmat,333,
Harlan Capital Advisors,523,
Faou Foundation,813,
UK Concrete,327,
Eli's Automotive,811,
ERMA FIRST,221,
FREQUENCY CANVAS,512,
JEK Contractors,238,
Global Laser,334,
Transcode Solution,541,
YAL Chemicals,325,
Steve G's Music Connection,451,
Lyncotek,238,
Park Ave Title,531,
Gem City Motors,441,
Oasis Pergola Designs,332,Fabricated Metal Product Manufacturing
Far West Media,541850,
Civic League Day Nursery,624,
Junee Buses,485,Transit & Ground Passenger Transportation
Best Pets Unlimited,453,
Martin Heavy Mechanical,811,
Dyna-Plex 21C,324,
Aston,333,
Leonard Industrial,423,"Merchant Wholesalers, Durable Goods"
Corporate Transportation,485,
DEN Satellite,517,
MAV Music,512,
Culture Grooming Lounge,812,
Eureka Lab Book,323,
Polish Rod Packing,326,Plastics and Rubber Products
PrimeSynth,325,
Peaceland,314,
Mercy 1 Transportation,485,
Providence Projects,621,
Wingsops,611,Educational Services
Local 343,238,
Memorial Mortgage,522,
Gresham Carpet,442,
Afton French Cleaners,812,
Partners on the Path,624,
Zhuoqun machinery,333,
Pinnacle C,621,
Cinema Technology,512,Motion Picture and Sound Recording Industries
Vreugdenhil Dairy Foods,311,
Aquacrust,326,
After Trauma,813,
Physicians Disability Insurance,524,
Applied Behavioral Support,813,
Swivel Machine,339,
Airline Associates,481,
Do Re Mi Gospel Music Academy,611,
Merits New Material,325,
Wrona's,811,
Ballast Point,312,
Zetronix,443,
Anchor Aquatics,238,
Master Barbers, 611417,
Sena Istanbul Co.,311,
Urban Consult,925,
Ridgeback Consulting,531,
Fingal Foods,445,
Urban Terrain,541950,
Top Quality Motors,811,
Dreamentia,541,
Pearl Crypto Mining,undefined,
Assaya,713,
Purple Office,531,
Thorn & Feather,721,
Lonzos Studio,512,
Windsor Transport Solutions,488,Support Activities for Transportation
Influential Audio,512,
Ty Jones Films,512,
Aovision Technology,334,
Hembree Aviation,488,
LA FOLIE,561920,
Pure Country Chrysler Dodge Jeep Ram,441,
Penta Baby,326,
DV Medical Supply,423,
Dazronix,541,"Professional, Scientific, and Technical Services"
SEMETRONICS,334,
Archlife,511,
State Engineering,332,
Lakeshore Athletic Services,711,
Da Hood Market,445,
Brendan Wood,523,
Bentley Chiropractic,621310,
Cerulean Consulting Group,541830,
Aerial Systems,517,
Zongyi Hardware,444,
Kit Carson Farms,111,
Bemidji Veterinary Hospital,541930,
Neos Dance Theatre,711,
Fortec Consulting,541990,
TBS Trading,413,
Meta Environmental,562,
East Coast Umbrella,314,
Durga Agro Agency,333,
GrantWave,334,
Studio 39 Design Studio,541310,
Sterling Insurance Concepts,524,Insurance Carriers and Related Activities
Holy Land Cafe,722,
WorkOn Consulting,541,
HabITec,621,
WSRB,524,
Beads of Courage,813,
Cookstown Dairy Services,111,
Surya Engineering Co.,333,
Bharat Jal,221,
IMPERIAL PAINT AND BODY,811,Repair and Maintenance
Florescence Marine,326,Plastics and Rubber Products
Arizona Women in Higher Education,611,
IVK Labs,325,
FoodSource Biotech,325,
Spiral of Pi,524,
Access Rescue Canada,611,
Fusion Environmental Solutions,221,
ECUBE Enterprise,333,
Bismark,443,
Capital Area Planning Services,541,"Professional, Scientific, and Technical Services"
Transitions Counseling,621,Ambulatory Health Care Services
Gary Frey Energy,213,
A1 Drive Shaft,336,
TURVAC,326,Plastics and Rubber Products
Jarcon Floors,238,Specialty Trade Contractors
Eden House,623,
Steel Magic,333,
FrozenPlain,511,
Manila Broadcasting Company,515,
Equity Financial Bank,522,Credit Intermediation and Related Activities
Emerald Coast Event Rentals,532,
IFE Manufacturing,311,
UNCJC,443,Electronics and Appliance Stores
Fitzfurnitures,442,
Custom Wire and Cable,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Akrivis,333,
Capitol Dental Designs,339,
Evergreen Worldwide,492,Couriers and Messengers
Prestige Mobile Events,722,Food Services and Drinking Places
Montigo,335,
Maple Dell Farm,111,
Angel Support Living,624,
Bpbc,541990,
Radford Financial & Business Solutions,541,
MVQ Silicones,326,
GoSignMeUp,611,
Trust Aarambh,813,
JOHNSON JAMAICA SYRUP,312,
SRI PRECISION,325,
Go GPS,561910,
Central Coast Wood Fired Ovens,333,
Hydrolectric,423,"Electrical Equipment, Appliance, and Component Manufacturing"
Inverclyde,921,
V SURVEYING,541990,
DelCity,453,
Contents Control,541611,
CINE-SISTER,711,
Profbot,511290,
Collaborative Growth Consulting,541,
Weaver Wagons,333,
Unit Bricks,451,
ReallyColor,541922,
Shelby Operating,211,
FutureNow,335,
Hybrid Remedies,325,
The Ground Crafter,561,
GLOBAL GREEN CHEMISTRY INITIATIVE,611,
MedAid Services,621910,
Set Apart Treatment,621,Ambulatory Health Care Services
Hampton Roads Suppl,423,
Practical Education,611,
Bentley Timber Frames,321,
Maktonet,423,
Nva Real Estate,531,
Landlord's Game,511,Publishing industries (except internet)
ADNOC Distribution,447,Gasoline Stations
Surefast Bolting Services,332,
Pure Touch Spa,337,
Genuine Coconut,311,
FX HOME RENOVATION,238,
Magia Gems,448,
Pileated Pictures,511,
Chariot Destinations,485,
Dorigo Systems,334,
BANANA GUITARS,451,
RD Floors,238,
Creative Recycling Systems,562,
Liftec,333,
Landscape Economics,541620,
Alumasc Group,332,
ICREATE PACK LIMLTED,322,Paper Manufacturing
KPI Healthcare,339,
Eternal Iron,332,
Quigley Insurance Agency,524,Insurance Carriers
Fit Turf,561,
Caril Metals,423,
MD WHOLESALE,423,
Structural Innov8,541330,
Pivot Metal Group,331,
Star Bugs,311,
Dialysis Meals,311,
Wigglyline Productions,512,
Grassroots Recovery Services, 621,
MRS Gourmet Chef,722,
Geosetta,541690,
Hawthorne Seniors Care Community,623,
HotelWare,423,
NPS International Trade Services,413,
Jo's Patisserie,311,
Eylar,451,
Lane & Wenden,337,
Abbott Rentals,532_PROVIDER,
Matlaser,333,
Distinctive Signs,339999,
Broadway Leisure,532,
Interpreter Database,541930,
Hoprime,327,
Geol Consultants,541330,
Final Frontier Productions,512,
Leather Finesse,811310,
KLWT,624,
Magan Vaults,523,
Beach Road Tea,312,
London Riders,532,
Ferry Farms,112,
Radiodetection,423,"Merchant Wholesalers, Durable Goods"
Lendyou,522,
Sky Climber,333,
Ambitious Pixels,512,
MM Wine,445,
AnC Precision,332,
Accumar,333,
Black Diamond, 445,
GolderCare,623,
Funds Avenue,523,Investment Banking and Securities Dealing
Nephrology Consultants,621,
HandicapMD,621- Ambulatory Health Care Services,Ambulatory Health Care Services
Community Travel,561,
Cubby's Crusade,813,
Numi Scan,621930,
Watersedge Mobile Home Park,531,
Whiteaker Yacht Sales,441,
One Drone Cloud,541360,
Classic Pizza & Subs,722,
SunCed Investments,531,
Advanced Hunting,451,
Permanent Makeup Society,812,
Molloy Real Estate Services,531,Real Estate
Fortified Foundations,238,
Come-bye Pet Transport,484,
Costandi Designs,337,
Charlotte Shutter,238,
Tori reck,541863,
Armadillo Outfitters,451,
Miami Van Rentals,532,
Retro Sky,339,
Acoustic Meta Materials,443,
Wenlock Spring,312,Beverage and Tobacco Product Manufacturing
RENTAL SOLUTION,532,
Southside Automotive,811,
Precious Pets Sitting,812,
Jolmolangma,337,
InfraTec,334,
Pacific Solution,423910,
1st Class Kitchens,337,
Shatez,238,
Slay Studios,812,
Annasea,445,
Amaiden Energy,561,
KenDa Mechanical,333,
Hurn,811,
Johny Weber,448,
McHugh Locomotive,811,Repair and Maintenance
DOUBLE STRONG BRAKES,441,
Thames Valley Taxis,485,
ALLIGATOR ENTERPRISES,531,
Edge Integrity,541310,
Future Financial Services,522,
Gators Small Engine Repair,811,
All Watercraft Solutions,811,
Sadagati Network,512,
Water Damage Restoration Pros of Colorado,236,
Softel Systems,541,"Professional, Scientific, and Technical Services"
Desk Clear,337,
Smart Cartridge,453,
Riley Oickle,531,
KMD Bottle Series,561,
Seven Spikes,238,
Keizer Tree Service,561,
Dump Truckee,562,
Lily of the Valley,448,
LEVELING ADVISORS,238,
Berylline,336,
Grant County Lumber,444,
London Toys,451,
Fernweh Orbit,111,
Hound Ears,713,
EIKTO Battery,335,
Aviation Training Institute in Lebanon,611,
Carbide Function,511,
Standing Timber and Land,113,
Change Works,541,
Openway Food,311,
Hunan Baotaji,333,
Montezuma Trucking,484,
Bill Lewis Lures,451,
Axis Supply,488,Support Activities for Transportation
Charleston Wireless Group,517,
Inxeption,484,
Airzus,541921,
Lazy Grazers Farmstead,112,
Hemming Birds,811,
Serenity Accounts,5412,
Sterling Portfolio,523,
